Noise Level,Rcorr,dcorr
0.0,1.0000000000000002,1.0000000000000002
0.05,0.9877858212975112,0.9899141957247739
0.1,0.9608615410197512,0.9686800245456748
0.15000000000000002,0.9069846061943808,0.9209617549664314
0.2,0.874327680264797,0.8916425263632632
0.25,0.8022342119540061,0.8171732776248154
0.30000000000000004,0.7103098913959973,0.7282807274536135
0.35000000000000003,0.7135738186827192,0.7358519195860792
0.4,0.6050086688980365,0.6489856135072261
0.45,0.5664526525572775,0.5923929988186625
0.5,0.5846107562258505,0.6157950518065742
0.55,0.5696098045160763,0.5938211601591599
0.6000000000000001,0.5766816447030297,0.6166492072908444
0.65,0.4422025731649052,0.48657576416242826
0.7000000000000001,0.4103142264876418,0.470566984617258
0.75,0.4047776183252143,0.4415496901161764
0.8,0.3286836762413584,0.45251609312427915
0.8500000000000001,0.35800943030115234,0.4270471003352436
0.9,0.3032794166582928,0.3783173842076248
0.9500000000000001,0.3347891363386826,0.39448674123977573
1.0,0.3712211407020121,0.4410802774571987
1.05,0.3262604395188743,0.3757101856022605
1.1,0.18363604661119093,0.35812054471011395
1.1500000000000001,0.2928435184806588,0.3905752362781043
1.2000000000000002,0.13983975305943777,0.3521285567525903
1.25,0.10851906428123893,0.3273777356625442
1.3,0.11252174735016818,0.3254380519809779
1.35,0.06074421463707039,0.29615405800992456
1.4000000000000001,0.01626763960845215,0.28238317386780964
1.4500000000000002,-0.03884639093882339,0.27452089937892243
1.5,0.014087917897681585,0.2975357511665571
1.55,-0.03533720232585656,0.29611904726074284
1.6,0.06189050886295208,0.2995805472542411
1.6500000000000001,-0.11450338861467899,0.2841964254684819
1.7000000000000002,-0.035005637985670135,0.2647263610976626
1.75,-0.024836598522816684,0.3422869325914255
1.8,0.035088873977198516,0.271361862007831
1.85,0.03712201795557948,0.3242397721084688
1.9000000000000001,-0.023954836554425225,0.3238517345870193
1.9500000000000002,-0.05951775401990307,0.27015098684311445
2.0,-0.01690641013551757,0.24849609319571747
