Noise Level,Rcorr,dcorr
0.0,0.8793020990686354,0.969927461458931
0.05,0.8674265047962721,0.9616046674612914
0.1,0.8498603824038412,0.9317904781539093
0.15000000000000002,0.803104163512148,0.8927546410654106
0.2,0.7621135848721127,0.8346930138848625
0.25,0.7260198106876697,0.791306128413826
0.30000000000000004,0.6513320726152368,0.7433192188273253
0.35000000000000003,0.6247136756941764,0.7132384453040169
0.4,0.5185943436695575,0.6242078921993465
0.45,0.4762193424829653,0.567753192893426
0.5,0.4490022954010782,0.5372655184754987
0.55,0.44304549889579165,0.5438791037987948
0.6000000000000001,0.3697933266674044,0.4785344129352221
0.65,0.3356574940659004,0.4672788629113677
0.7000000000000001,0.3671725222689107,0.46622569720286583
0.75,0.3162117071335661,0.41508767057723495
0.8,0.3613953338501287,0.4159777709035739
0.8500000000000001,0.26133014875446314,0.44374177662848624
0.9,0.23459461526664094,0.36466817653436817
0.9500000000000001,0.3663903906463561,0.4636342277186535
1.0,0.20163741155054024,0.36402783663215293
1.05,0.1606722162973982,0.3603967613654955
1.1,0.24972327276557352,0.37953079957197805
1.1500000000000001,0.0989466788044037,0.30225787832263934
1.2000000000000002,0.08717620193044526,0.3058997665368574
1.25,0.03549387874798287,0.28167557560382567
1.3,-0.0599372256489853,0.30678368753864
1.35,0.10460937241168922,0.30122350647975854
1.4000000000000001,0.12417652830334529,0.2985155618000318
1.4500000000000002,0.16416610883185423,0.33959233554141444
1.5,0.0669840962041964,0.2726209407733628
1.55,0.08152089232869937,0.29353860339811527
1.6,-0.0507565538823065,0.2943618073798252
1.6500000000000001,0.07077504103342974,0.3141992723532796
1.7000000000000002,-0.020547945706015362,0.29195230861530275
1.75,-0.06743670518840834,0.26947375400608126
1.8,-0.06099292471950911,0.296471302427616
1.85,0.03951371031360197,0.3327536482511652
1.9000000000000001,0.050671284336098646,0.3166208399706567
1.9500000000000002,0.026703520376382687,0.31485074441683464
2.0,-0.20458786443577387,0.2911083998959536
