Noise Level,Rcorr,dcorr
0.0,-1.0,1.0000000000000002
0.05,-0.9896425100766995,0.9921377025994587
0.1,-0.9588148078780108,0.9654893934206764
0.15000000000000002,-0.9086687043394186,0.9246535066564715
0.2,-0.8638687897922107,0.882895186215626
0.25,-0.7925118653772304,0.8070456896529882
0.30000000000000004,-0.7777715701631109,0.8028080076075533
0.35000000000000003,-0.7355893718546914,0.7622870103326834
0.4,-0.7036374025874091,0.720731868808303
0.45,-0.5896547251830384,0.6239044282595763
0.5,-0.5240235204097647,0.5684149131530333
0.55,-0.5309625627604271,0.5721523243185006
0.6000000000000001,-0.5146679683749713,0.5694725590966085
0.65,-0.5481612005428166,0.57734763756514
0.7000000000000001,-0.4552727935257545,0.49414967428536966
0.75,-0.3884602186467968,0.43706982544065665
0.8,-0.3887407853605007,0.44642167495095947
0.8500000000000001,-0.302959952524431,0.3697252322805006
0.9,-0.34987129440649317,0.4489868572723781
0.9500000000000001,-0.3040999238052121,0.3924304206492029
1.0,-0.10451868428284643,0.29282991541318437
1.05,-0.2321290868225179,0.3808240365833937
1.1,-0.27718250949187573,0.3751103299750942
1.1500000000000001,-0.04504728543142481,0.3111939143865407
1.2000000000000002,-0.24549763500945748,0.3413417360165342
1.25,-0.12674758193828536,0.2733341123304616
1.3,-0.08904858509246323,0.31343398264496325
1.35,-0.02796746806851347,0.28839312227799363
1.4000000000000001,-0.11216104931960534,0.26954485261546385
1.4500000000000002,-0.018786141470800332,0.3344206832236719
1.5,-0.027288917639526716,0.26501246118318583
1.55,-0.05268947251036588,0.2703354660335945
1.6,-0.167448734228255,0.295302294856605
1.6500000000000001,0.027032098382367364,0.33308187976314774
1.7000000000000002,0.08161353569851797,0.30632067683994557
1.75,-0.012191276490957241,0.3129156911637933
1.8,0.07258981295354745,0.3208061332104589
1.85,-0.033603282283204236,0.3046608818155039
1.9000000000000001,0.006668769616973564,0.2761658854140132
1.9500000000000002,-0.09240598395017711,0.3107045080816394
2.0,0.04695806038642664,0.30592329172413146
